of,and,of the,for,in the,with,in,to,the,that,
39.325843,75.842697,0.000000,8.426966,2.808989,5.617978,25.280899,16.853933,56.179775,11.235955,
39.350406,43.098064,13.741412,8.119925,11.242973,11.867583,23.735166,15.615240,48.719550,17.489069,
41.269841,41.269841,16.931217,8.465608,6.349206,5.291005,10.582011,27.513228,64.550265,19.047619,
29.761905,63.095238,9.523810,3.571429,20.238095,5.952381,38.095238,15.476190,46.428571,14.285714,
32.526475,72.617247,4.538578,9.077156,3.025719,22.692890,15.128593,12.102874,43.116490,9.077156,
37.467700,46.511628,7.751938,5.167959,10.335917,6.459948,15.503876,20.671835,62.015504,19.379845,
31.496063,70.866142,13.779528,11.811024,0.000000,9.842520,9.842520,11.811024,78.740157,13.779528,
44.016506,55.020633,16.506190,9.628611,16.506190,13.755158,17.881706,15.130674,56.396149,15.130674,
77.177508,67.254686,25.358324,9.922822,13.230430,14.332966,40.793826,5.512679,39.691290,6.615215,
55.624227,48.207664,13.597033,2.472188,12.360939,4.944376,23.485785,4.944376,61.804697,22.249691,
61.624650,56.022409,16.806723,11.204482,11.204482,0.000000,14.005602,14.005602,67.226891,14.005602,
55.263158,72.368421,18.421053,3.947368,9.210526,5.263158,26.315789,14.473684,78.947368,15.789474,
55.964654,41.237113,29.455081,10.309278,17.673049,14.727541,33.873343,14.727541,69.219440,17.673049,
51.067781,38.997214,25.998143,8.356546,17.641597,24.141133,19.498607,12.070566,66.852368,16.713092,
38.281979,41.083100,14.005602,10.270775,14.005602,1.867414,17.740430,12.138189,56.022409,22.408964,
30.271399,64.718163,13.569937,7.306889,5.219207,14.613779,11.482255,11.482255,62.630480,19.832985,
27.363184,59.701493,9.950249,0.000000,4.975124,7.462687,12.437811,7.462687,39.800995,22.388060,
38.135593,62.711864,11.016949,14.406780,5.932203,3.389831,13.559322,19.491525,65.254237,15.254237,
33.333333,80.459770,5.747126,10.344828,9.195402,10.344828,18.390805,8.045977,39.080460,6.896552,
45.103093,76.030928,12.886598,3.865979,7.731959,14.175258,16.752577,19.329897,47.680412,23.195876,
52.801724,66.810345,14.008621,7.543103,5.387931,7.543103,10.775862,14.008621,70.043103,24.784483,
41.176471,92.810458,30.065359,3.267974,8.496732,1.960784,10.457516,18.300654,103.921569,13.725490,
47.381546,81.047382,38.653367,6.234414,1.246883,4.987531,2.493766,6.234414,132.169576,12.468828,
22.887324,47.535211,17.605634,14.084507,5.281690,8.802817,8.802817,12.323944,133.802817,8.802817,
47.409041,77.177508,26.460860,6.615215,6.615215,2.205072,12.127894,12.127894,95.920617,9.922822,
42.677013,54.316198,17.458778,12.609117,4.849661,5.819593,23.278371,23.278371,64.985451,14.548982,
72.562358,70.294785,38.548753,30.612245,12.471655,1.133787,20.408163,12.471655,90.702948,5.668934,
50.000000,48.863636,26.136364,9.090909,11.363636,2.272727,19.318182,18.181818,82.954545,11.363636,
33.333333,53.846154,15.384615,10.256410,1.282051,1.282051,6.410256,26.923077,102.564103,14.102564,
64.114833,79.425837,23.923445,20.095694,5.741627,1.913876,17.224880,3.827751,117.703349,7.655502,
74.702886,71.307301,39.049236,5.093379,1.697793,10.186757,23.769100,16.977929,62.818336,15.280136,
40.666667,70.666667,12.000000,10.000000,4.000000,6.000000,13.333333,20.666667,87.333333,18.000000,
40.322581,70.564516,19.153226,1.008065,4.032258,0.000000,11.088710,13.104839,74.596774,21.169355,
42.635659,72.868217,20.930233,6.976744,11.627907,7.751938,21.705426,17.054264,73.643411,13.953488,
47.236181,86.432161,18.090452,2.010050,9.045226,6.030151,24.120603,10.050251,68.341709,15.075377,
36.464088,66.298343,14.364641,6.629834,3.314917,4.419890,15.469613,15.469613,71.823204,17.679558,
45.356371,86.393089,19.438445,4.319654,4.319654,4.319654,14.038877,10.799136,70.194384,10.799136,
35.211268,83.333333,11.737089,8.215962,7.042254,2.347418,14.084507,17.605634,75.117371,10.563380,
34.161491,74.534161,13.457557,17.598344,6.211180,5.175983,12.422360,30.020704,61.076605,16.563147,
37.094281,63.369397,9.273570,17.001546,4.636785,9.273570,20.092736,10.819165,43.276662,10.819165,
39.869281,77.124183,18.300654,9.803922,3.921569,18.300654,10.457516,18.300654,50.980392,8.496732,
43.795620,77.858881,31.630170,14.598540,4.866180,0.000000,12.165450,24.330900,63.260341,31.630170,
78.873239,59.154930,22.535211,14.084507,11.267606,0.000000,11.267606,11.267606,59.154930,11.267606,
25.073746,97.345133,7.374631,16.224189,10.324484,11.799410,20.648968,11.799410,33.923304,16.224189,
57.692308,89.743590,6.410256,38.461538,6.410256,0.000000,6.410256,19.230769,51.282051,0.000000,
27.956989,55.913978,10.752688,17.204301,6.451613,17.204301,10.752688,12.903226,47.311828,8.602151,
32.608696,54.347826,2.717391,13.586957,5.434783,10.869565,19.021739,24.456522,40.760870,5.434783,
31.496063,47.244094,0.000000,23.622047,11.811024,3.937008,15.748031,3.937008,59.055118,7.874016,
22.613065,35.175879,2.512563,15.075377,7.537688,12.562814,15.075377,12.562814,42.713568,5.025126,
21.212121,30.303030,6.060606,18.181818,0.000000,0.000000,3.030303,21.212121,51.515152,6.060606,
32.051282,25.641026,6.410256,21.367521,14.957265,2.136752,27.777778,10.683761,49.145299,6.410256,
37.647059,25.882353,4.705882,14.117647,7.058824,0.000000,28.235294,23.529412,58.823529,7.058824,
35.714286,48.701299,3.246753,3.246753,3.246753,19.480519,6.493506,22.727273,45.454545,6.493506,
25.723473,67.524116,9.646302,6.430868,9.646302,12.861736,32.154341,19.292605,45.016077,6.430868,
42.253521,37.558685,14.084507,7.042254,7.042254,4.694836,23.474178,4.694836,46.948357,11.737089,
17.241379,43.103448,4.310345,17.241379,0.000000,8.620690,8.620690,12.931034,64.655172,4.310345,
55.118110,45.275591,27.559055,23.622047,1.968504,1.968504,5.905512,3.937008,114.173228,7.874016,
31.347962,81.504702,10.449321,13.584117,7.314525,7.314525,17.763845,9.404389,80.459770,10.449321,
38.732394,68.661972,10.563380,26.408451,5.281690,7.042254,15.845070,14.084507,66.901408,12.323944,
65.934066,52.747253,8.791209,24.175824,10.989011,10.989011,10.989011,6.593407,90.109890,6.593407,
52.154195,58.956916,20.408163,22.675737,2.267574,9.070295,6.802721,11.337868,90.702948,15.873016,
45.340050,42.821159,10.075567,7.556675,25.188917,2.518892,40.302267,5.037783,80.604534,10.075567,
27.777778,64.814815,4.629630,4.629630,2.314815,11.574074,6.944444,18.518519,64.814815,13.888889,
39.513678,53.191489,7.598784,13.677812,9.118541,3.039514,21.276596,16.717325,69.908815,18.237082,
62.656642,50.125313,27.568922,10.025063,2.506266,17.543860,15.037594,25.062657,67.669173,27.568922,
38.216561,55.201699,10.615711,12.738854,8.492569,4.246285,12.738854,10.615711,65.817410,2.123142,
41.062802,70.048309,12.077295,12.077295,4.830918,2.415459,14.492754,19.323671,79.710145,26.570048,
52.823315,69.216758,14.571949,7.285974,10.928962,1.821494,14.571949,1.821494,81.967213,25.500911,
19.455253,60.311284,11.673152,19.455253,5.836576,1.945525,5.836576,23.346304,68.093385,17.509728,
42.056075,37.383178,23.364486,9.345794,4.672897,9.345794,9.345794,9.345794,70.093458,14.018692,
34.615385,88.461538,15.384615,3.846154,0.000000,7.692308,7.692308,15.384615,42.307692,26.923077,
21.084337,66.265060,15.060241,18.072289,3.012048,0.000000,15.060241,39.156627,42.168675,21.084337,
68.584071,48.672566,13.274336,24.336283,8.849558,2.212389,11.061947,17.699115,81.858407,6.637168,
42.500000,40.000000,7.500000,7.500000,10.000000,7.500000,12.500000,10.000000,40.000000,20.000000,
42.372881,67.796610,16.949153,19.774011,0.000000,8.474576,5.649718,8.474576,59.322034,19.774011,
48.319328,67.226891,27.310924,18.907563,10.504202,0.000000,27.310924,12.605042,42.016807,16.806723,
64.876957,55.928412,17.897092,6.711409,11.185682,4.474273,24.608501,4.474273,58.165548,11.185682,
59.090909,56.818182,13.636364,13.636364,4.545455,22.727273,13.636364,9.090909,65.909091,9.090909,
42.881647,29.159520,15.437393,13.722127,6.861063,5.145798,25.728988,17.152659,65.180103,13.722127,
32.994924,58.375635,7.614213,12.690355,10.152284,2.538071,17.766497,2.538071,73.604061,15.228426,
45.822102,61.994609,10.781671,13.477089,10.781671,10.781671,24.258760,2.695418,88.948787,2.695418,
44.315992,53.949904,17.341040,7.707129,7.707129,1.926782,11.560694,3.853565,71.290944,11.560694,
14.184397,70.921986,4.728132,18.912530,0.000000,2.364066,7.092199,11.820331,52.009456,16.548463,
39.076377,53.285968,19.538188,19.538188,3.552398,8.880995,7.104796,19.538188,51.509769,35.523979,
44.989775,40.899796,16.359918,4.089980,14.314928,10.224949,26.584867,10.224949,89.979550,4.089980,
55.755396,61.151079,21.582734,8.992806,8.992806,8.992806,12.589928,7.194245,82.733813,32.374101,
58.315335,49.676026,30.237581,19.438445,15.118790,0.000000,19.438445,2.159827,71.274298,8.639309,
30.100334,25.083612,6.688963,13.377926,11.705686,8.361204,21.739130,23.411371,48.494983,28.428094,
64.301552,66.518847,19.955654,6.651885,13.303769,8.869180,19.955654,11.086475,110.864745,8.869180,
61.855670,66.273932,22.091311,5.891016,10.309278,10.309278,20.618557,13.254786,82.474227,10.309278,
38.585209,62.700965,9.646302,6.430868,4.823151,16.077170,6.430868,17.684887,78.778135,14.469453,
44.164038,63.091483,6.309148,25.236593,12.618297,9.463722,18.927445,18.927445,66.246057,18.927445,
30.405405,57.432432,13.513514,10.135135,0.000000,10.135135,10.135135,10.135135,64.189189,23.648649,
43.835616,63.013699,16.438356,5.479452,2.739726,16.438356,2.739726,8.219178,71.232877,16.438356,
32.544379,85.798817,11.834320,5.917160,8.875740,8.875740,11.834320,11.834320,62.130178,29.585799,
54.245283,101.415094,18.867925,2.358491,16.509434,2.358491,16.509434,21.226415,80.188679,11.792453,
39.682540,60.846561,15.873016,7.936508,13.227513,2.645503,23.809524,23.809524,79.365079,10.582011,
72.546230,52.631579,21.337127,15.647226,9.957326,7.112376,27.027027,24.182077,66.856330,15.647226,
46.554935,85.661080,16.759777,13.035382,3.724395,9.310987,9.310987,7.448790,57.728119,9.310987,
49.019608,83.333333,12.254902,17.156863,19.607843,7.352941,26.960784,4.901961,56.372549,0.000000,
43.824701,55.776892,21.912351,15.936255,3.984064,1.992032,9.960159,5.976096,67.729084,35.856574,
75.757576,60.606061,23.809524,12.987013,6.493506,8.658009,36.796537,4.329004,73.593074,30.303030,
29.673591,65.281899,11.869436,11.869436,5.934718,2.967359,17.804154,26.706231,53.412463,29.673591,
55.702918,68.965517,18.567639,2.652520,7.957560,1.326260,30.503979,18.567639,82.228117,26.525199,
36.960986,53.388090,14.373717,16.427105,0.000000,2.053388,10.266940,2.053388,67.761807,12.320329,
45.787546,47.619048,12.820513,12.820513,3.663004,18.315018,14.652015,12.820513,58.608059,16.483516,
33.628319,69.026549,1.769912,10.619469,3.539823,1.769912,15.929204,10.619469,65.486726,28.318584,
54.644809,60.109290,27.322404,10.928962,5.464481,16.393443,16.393443,10.928962,87.431694,32.786885,
38.054968,107.822410,12.684989,4.228330,0.000000,6.342495,4.228330,14.799154,29.598309,6.342495,
37.156704,71.082391,11.308562,11.308562,8.077544,4.846527,27.463651,14.539580,53.311793,16.155089,
38.759690,56.847545,10.335917,12.919897,5.167959,10.335917,12.919897,36.175711,41.343669,7.751938,
41.292639,87.971275,14.362657,7.181329,3.590664,5.385996,12.567325,8.976661,46.678636,12.567325,
24.976873,38.852914,6.475486,26.827012,3.700278,4.625347,15.726179,15.726179,38.852914,24.051804,
23.929471,31.486146,6.297229,26.448363,5.037783,0.000000,21.410579,10.075567,34.005038,13.853904,
19.169329,57.507987,0.000000,9.584665,0.000000,3.194888,19.169329,19.169329,41.533546,30.351438,
24.579560,86.675291,7.761966,2.587322,5.174644,7.761966,6.468305,19.404916,45.278137,16.817594,
20.310633,72.879331,9.557945,5.973716,1.194743,7.168459,8.363202,19.115890,50.179211,15.531661,
38.084875,46.789989,5.440696,17.410229,6.528836,0.000000,21.762786,16.322089,42.437432,22.850925,
26.946108,59.880240,0.000000,23.952096,5.988024,1.497006,22.455090,19.461078,44.910180,11.976048,
25.684932,58.219178,11.130137,8.561644,6.849315,8.561644,12.842466,12.842466,44.520548,13.698630,
32.187271,65.106072,10.241405,5.852231,3.657644,4.389173,16.825165,10.241405,58.522312,16.825165,
24.965326,87.378641,8.321775,9.708738,5.547850,5.547850,11.095700,26.352288,52.704577,12.482663,
28.025478,77.707006,11.464968,6.369427,2.547771,7.643312,5.095541,19.108280,47.133758,12.738854,
45.058140,59.593023,27.616279,13.081395,2.906977,2.906977,10.174419,10.174419,31.976744,21.802326,
25.806452,83.870968,3.225806,12.903226,0.000000,3.225806,3.225806,19.354839,40.322581,11.290323,
26.467204,49.482163,2.301496,9.205984,6.904488,5.753740,17.261220,16.110472,25.316456,24.165708,
20.862309,55.632823,2.781641,15.299026,2.781641,4.172462,4.172462,18.080668,25.034771,16.689847,
20.539153,66.752246,6.418485,7.702182,3.851091,11.553273,5.134788,23.106547,47.496791,17.971759,
29.307282,81.705151,7.992895,3.552398,9.769094,1.776199,15.097691,12.433393,56.838366,9.769094,
21.739130,61.594203,4.830918,7.246377,3.623188,7.246377,12.077295,14.492754,57.971014,8.454106,
37.214886,66.026411,9.603842,20.408163,6.002401,2.400960,12.004802,12.004802,49.219688,19.207683,
38.204394,57.306590,13.371538,14.326648,7.640879,4.775549,20.057307,12.416428,52.531041,18.147087,
17.085427,68.341709,3.015075,10.050251,2.010050,7.035176,12.060302,14.070352,40.201005,14.070352,
28.307692,61.538462,7.384615,11.076923,3.692308,13.538462,8.000000,16.000000,47.384615,16.000000,
27.225901,66.225166,10.301692,5.150846,1.471670,8.094187,8.830022,17.660044,65.489330,22.075055,
21.377672,87.885986,19.002375,9.501188,2.375297,7.125891,7.125891,14.251781,59.382423,9.501188,
34.408602,91.397849,5.376344,8.602151,8.602151,15.053763,16.129032,13.978495,44.086022,10.752688,
30.386740,71.823204,15.193370,6.906077,2.762431,9.668508,9.668508,19.337017,59.392265,19.337017,
18.099548,98.039216,3.016591,9.049774,0.000000,6.033183,3.016591,18.099548,39.215686,15.082956,
18.418202,83.423619,4.333694,5.417118,7.583965,6.500542,13.001083,14.084507,53.087757,20.585049,
28.361345,91.386555,15.756303,6.302521,7.352941,13.655462,16.806723,13.655462,43.067227,23.109244,
20.408163,100.529101,6.802721,14.361300,3.779289,6.046863,15.117158,16.628874,37.792895,14.361300,
35.980149,66.997519,8.684864,11.166253,0.000000,4.962779,2.481390,17.369727,57.071960,14.888337,
28.503563,90.261283,9.501188,7.125891,4.750594,8.313539,8.313539,19.002375,35.629454,13.064133,
19.759450,78.178694,3.436426,13.745704,1.718213,13.745704,7.731959,16.323024,30.927835,19.759450,
24.630542,84.564860,3.284072,12.315271,3.284072,7.389163,7.389163,27.093596,32.019704,17.241379,
24.421594,80.976864,5.141388,6.426735,10.282776,2.570694,16.709512,12.853470,38.560411,17.994859,
24.574669,84.120983,10.396975,9.451796,6.616257,7.561437,17.958412,13.232514,57.655955,14.177694,
24.154589,57.971014,6.038647,18.115942,6.038647,2.415459,18.115942,21.739130,48.309179,24.154589,
27.586207,88.401254,9.404389,7.523511,5.015674,10.658307,7.523511,20.689655,43.887147,12.539185,
27.382256,84.337349,9.857612,3.285871,3.285871,14.238773,8.762322,14.238773,62.431544,15.334064,
24.498886,73.496659,8.908686,6.681514,2.227171,11.135857,8.908686,6.681514,51.224944,20.044543,
44.851548,70.751737,13.265951,12.634239,8.212255,9.475679,21.478206,25.900190,50.536955,15.792798,
33.820841,75.868373,13.711152,10.054845,10.968921,9.140768,27.422303,24.680073,43.875686,14.625229,
100.294985,33.431662,4.916421,3.933137,3.933137,4.916421,10.816126,12.782694,106.194690,7.866273,
40.156709,77.375122,11.753183,9.794319,7.835455,6.856024,17.629775,19.588639,45.053869,9.794319,
27.397260,83.245522,10.537408,6.322445,1.053741,9.483667,8.429926,22.128556,42.149631,13.698630,
25.223759,69.975590,5.695688,21.155411,2.441009,5.695688,10.577705,28.478438,41.497152,27.664768,
24.813896,69.478908,4.135649,11.579818,4.135649,11.579818,10.752688,24.813896,38.047974,20.678246,
29.350105,87.351502,11.180992,9.084556,2.096436,9.783368,9.084556,19.566737,38.434661,16.072676,
29.512697,88.538092,6.177076,14.413178,0.686342,4.804393,6.177076,24.708305,32.944406,17.844887,
15.120968,79.637097,3.024194,8.064516,2.016129,5.040323,12.096774,19.153226,33.266129,22.177419,
37.565740,57.099925,6.761833,11.269722,3.005259,6.761833,13.523666,18.031555,39.819684,18.031555,
25.586354,49.751244,6.396588,12.793177,6.396588,4.975124,14.925373,20.611230,39.090263,22.032694,
24.305556,81.018519,8.101852,4.629630,4.629630,2.314815,18.518519,15.046296,39.351852,15.046296,
22.167488,70.197044,4.926108,9.852217,4.926108,8.620690,7.389163,30.788177,36.945813,22.167488,
15.172414,100.689655,2.758621,8.275862,4.137931,12.413793,11.034483,22.068966,23.448276,15.172414,
21.276596,67.819149,3.989362,10.638298,3.989362,1.329787,19.946809,17.287234,37.234043,25.265957,
25.957973,60.568603,6.180470,3.708282,9.888752,2.472188,18.541409,16.069221,40.791100,21.013597,
16.129032,61.059908,0.000000,10.368664,2.304147,4.608295,9.216590,17.281106,32.258065,24.193548,
18.147087,70.678128,4.775549,9.551098,4.775549,3.820439,10.506208,25.787966,39.159503,24.832856,
31.446541,70.230608,13.626834,9.433962,6.289308,2.096436,10.482180,14.675052,55.555556,18.867925,
28.048780,73.170732,6.097561,19.512195,14.634146,7.317073,28.048780,24.390244,31.707317,19.512195,
26.504298,80.945559,10.028653,8.595989,2.865330,10.028653,7.879656,8.595989,40.830946,19.340974,
24.171889,82.363474,7.162041,13.428827,4.476276,8.057296,14.324082,22.381379,51.029543,12.533572,
23.696682,96.682464,1.895735,2.843602,7.582938,11.374408,18.957346,26.540284,40.758294,15.165877,
40.836653,61.752988,10.956175,5.976096,4.980080,6.972112,8.964143,12.948207,50.796813,17.928287,
37.254902,76.470588,13.725490,1.960784,3.921569,3.921569,19.607843,9.803922,60.784314,15.686275,
30.144168,45.871560,14.416776,9.174312,2.621232,3.931848,9.174312,11.795544,41.939712,41.939712,
23.765996,46.617916,5.484461,10.054845,1.828154,5.484461,10.968921,19.195612,48.446069,31.992687,
23.976024,39.960040,4.995005,15.984016,3.996004,0.999001,16.983017,11.988012,55.944056,29.970030,
27.888446,43.824701,7.304117,9.296149,3.320053,2.656042,7.968127,9.296149,46.480744,35.192563,
35.928144,36.926148,11.976048,8.982036,1.996008,0.998004,8.982036,10.978044,43.912176,20.958084,
25.248661,45.141546,2.295333,6.120888,6.885998,3.060444,15.302219,9.181331,33.664881,20.657995,
21.689498,50.228311,6.849315,4.566210,2.283105,3.424658,4.566210,4.566210,28.538813,31.963470,
26.829268,62.195122,4.878049,12.195122,1.219512,0.000000,10.975610,12.195122,56.097561,15.853659,
20.743302,43.215212,4.321521,9.507347,8.643042,7.778738,14.693172,12.964564,37.165082,35.436474,
33.018868,40.566038,7.547170,12.264151,2.830189,7.547170,5.660377,11.320755,46.226415,33.018868,
14.527845,31.476998,1.210654,8.474576,1.210654,4.842615,6.053269,20.581114,26.634383,30.266344,
5.471956,50.615595,0.000000,9.575923,4.103967,9.575923,23.255814,8.207934,45.143639,28.727770,
13.050571,30.995106,6.525285,9.787928,1.631321,1.631321,26.101142,1.631321,35.889070,32.626427,
24.081115,45.627376,3.802281,8.871990,1.267427,2.534854,11.406844,11.406844,32.953105,32.953105,
15.723270,45.597484,11.006289,14.150943,6.289308,7.861635,23.584906,7.861635,34.591195,39.308176,
26.399155,47.518479,9.503696,6.335797,3.167899,8.447730,8.447730,10.559662,46.462513,19.007392,
27.722772,60.396040,12.871287,7.920792,5.940594,7.920792,10.891089,13.861386,50.495050,22.772277,
13.351135,74.766355,9.345794,4.005340,4.005340,4.005340,13.351135,16.021362,54.739653,14.686248,
20.202020,47.619048,4.329004,5.772006,0.000000,2.886003,2.886003,14.430014,40.404040,28.860029,
39.334342,62.027231,6.051437,7.564297,4.538578,16.641452,22.692890,13.615734,43.872920,18.154312,
40.156709,80.313418,9.794319,5.876592,6.856024,10.773751,23.506366,16.650343,34.280118,13.712047,
42.586751,63.091483,9.463722,3.154574,6.309148,6.309148,12.618297,12.618297,52.050473,15.772871,
43.930636,69.364162,17.341040,11.560694,3.468208,10.404624,9.248555,16.184971,53.179191,21.965318,
30.214425,77.972710,13.645224,6.822612,8.771930,9.746589,17.543860,28.265107,53.606238,11.695906,
59.154930,104.225352,28.169014,2.816901,5.633803,2.816901,11.267606,16.901408,64.788732,8.450704,
40.559441,69.230769,11.188811,5.594406,10.489510,7.692308,25.874126,18.881119,42.657343,11.188811,
38.505096,69.082673,11.325028,10.192525,5.662514,11.325028,12.457531,18.120045,53.227633,20.385051,
15.296367,88.910134,4.780115,6.692161,8.604207,6.692161,18.164436,26.768642,42.065010,18.164436,
26.173285,64.079422,9.025271,11.732852,3.610108,10.830325,15.342960,21.660650,37.003610,17.148014,
26.986507,67.466267,10.494753,5.997001,2.998501,11.994003,14.992504,22.488756,53.973013,16.491754,
34.743202,84.592145,13.595166,4.531722,1.510574,9.063444,7.552870,22.658610,61.933535,9.063444,
43.990573,62.058130,14.139827,7.855460,6.284368,7.069914,13.354281,22.780833,55.773763,13.354281,
30.303030,86.124402,12.759171,1.594896,6.379585,19.138756,19.138756,25.518341,59.011164,17.543860,
27.027027,75.675676,14.054054,6.486486,1.081081,12.972973,6.486486,27.027027,54.054054,16.216216,
30.752916,93.319194,13.785790,6.362672,4.241782,5.302227,12.725345,31.813362,50.901379,12.725345,
43.274854,69.005848,16.374269,9.356725,4.678363,15.204678,16.374269,21.052632,43.274854,17.543860,
25.602410,82.831325,10.542169,10.542169,10.542169,13.554217,18.072289,27.108434,45.180723,10.542169,
38.974359,65.641026,14.358974,8.205128,3.076923,9.230769,12.307692,10.256410,49.230769,21.538462,
27.210884,75.963719,7.936508,12.471655,2.267574,11.337868,12.471655,38.548753,43.083900,15.873016,
26.241799,77.788191,12.183693,8.434864,2.811621,14.058107,5.623243,22.492971,56.232427,19.681350,
23.285899,80.206986,6.468305,11.642950,2.587322,6.468305,9.055627,18.111255,45.278137,24.579560,
24.972856,59.717698,8.686211,9.771987,1.085776,5.428882,9.771987,36.916395,51.031488,18.458198,
26.562500,45.312500,7.812500,12.500000,9.375000,14.062500,15.625000,26.562500,32.812500,25.000000,
26.722925,43.600563,8.438819,7.032349,1.406470,8.438819,4.219409,43.600563,39.381153,11.251758,
28.169014,55.057618,6.402049,17.925736,5.121639,7.682458,12.804097,28.169014,40.973111,17.925736,
29.041626,70.667957,9.680542,6.776379,4.840271,6.776379,8.712488,25.169409,55.179090,9.680542,
36.674817,72.127139,13.447433,7.334963,3.667482,12.224939,9.779951,23.227384,37.897311,15.892421,
44.817927,28.011204,7.002801,19.607843,2.801120,7.002801,16.806723,43.417367,53.221289,26.610644,
49.668874,43.046358,23.178808,18.211921,13.245033,1.655629,18.211921,14.900662,51.324503,28.145695,
46.263345,23.131673,12.455516,14.234875,0.000000,1.779359,12.455516,8.896797,51.601423,26.690391,
43.956044,18.315018,14.652015,25.641026,1.831502,0.000000,14.652015,34.798535,49.450549,32.967033,
33.333333,22.916667,4.166667,27.083333,2.083333,2.083333,16.666667,12.500000,47.916667,16.666667,
41.322314,8.264463,4.132231,18.595041,6.198347,8.264463,18.595041,18.595041,33.057851,35.123967,
19.834711,13.223140,1.652893,23.140496,4.958678,6.611570,21.487603,21.487603,59.504132,49.586777,
42.081949,13.289037,11.074197,35.437431,5.537099,7.751938,19.933555,22.148394,67.552602,29.900332,
44.506259,30.598053,13.908206,18.080668,2.781641,2.781641,12.517385,16.689847,57.023644,22.253129,
32.537961,32.537961,8.676790,26.030369,0.000000,6.507592,13.015184,17.353579,52.060738,30.368764,
42.787286,36.674817,17.114914,23.227384,0.000000,1.222494,13.447433,17.114914,45.232274,12.224939,
32.745592,17.632242,2.518892,12.594458,2.518892,20.151134,30.226700,37.783375,25.188917,35.264484,
30.470914,24.930748,8.310249,41.551247,2.770083,0.000000,16.620499,38.781163,49.861496,22.160665,
22.857143,32.380952,1.904762,30.476190,3.809524,5.714286,11.428571,38.095238,28.571429,36.190476,
45.822102,35.040431,14.824798,22.911051,1.347709,12.129380,16.172507,36.388140,43.126685,26.954178,
45.908184,53.892216,17.964072,11.976048,13.972056,9.980040,25.948104,15.968064,39.920160,13.972056,
63.174114,38.520801,10.785824,15.408320,9.244992,3.081664,24.653313,18.489985,57.010786,30.816641,
77.747989,18.766756,16.085791,18.766756,8.042895,10.723861,24.128686,10.723861,58.981233,21.447721,
21.786492,30.501089,2.178649,23.965142,0.000000,8.714597,10.893246,13.071895,34.858388,21.786492,
37.328094,35.363458,7.858546,21.611002,3.929273,7.858546,25.540275,23.575639,27.504912,17.681729,
24.922118,18.691589,9.345794,18.691589,6.230530,28.037383,15.576324,18.691589,34.267913,40.498442,
30.107527,32.258065,4.301075,17.204301,4.301075,8.602151,10.752688,23.655914,53.763441,30.107527,
15.641293,31.282586,6.256517,19.812304,4.171011,5.213764,13.555787,18.769552,43.795620,33.368092,
19.417476,29.126214,3.236246,16.181230,6.472492,3.236246,22.653722,25.889968,29.126214,25.889968,
25.335320,17.883756,13.412817,19.374069,5.961252,2.980626,11.922504,23.845007,41.728763,41.728763,
43.478261,32.983508,14.992504,26.986507,5.997001,4.497751,11.994003,26.986507,44.977511,26.986507,
33.426184,30.640669,15.320334,32.033426,2.785515,2.785515,18.105850,16.713092,51.532033,25.069638,
45.531197,26.981450,11.804384,10.118044,5.059022,5.059022,8.431703,30.354132,70.826307,16.863406,
14.814815,48.148148,0.000000,7.407407,3.703704,3.703704,22.222222,11.111111,14.814815,11.111111,
21.420519,29.312289,6.764374,18.038331,9.019166,14.656144,24.802706,19.165727,32.694476,33.821871,
38.593482,31.732419,12.864494,12.864494,2.572899,2.572899,22.298456,8.576329,43.739280,25.728988,
26.905830,29.147982,8.968610,20.179372,4.484305,29.147982,13.452915,15.695067,40.358744,29.147982,
45.685279,40.609137,8.460237,21.996616,5.076142,6.768190,33.840948,18.612521,37.225042,23.688663,
47.381546,19.950125,2.493766,22.443890,4.987531,7.481297,29.925187,29.925187,24.937656,27.431421,
71.979434,12.853470,28.277635,15.424165,2.570694,7.712082,23.136247,23.136247,56.555270,25.706941,
59.113300,14.778325,14.778325,29.556650,7.389163,2.463054,29.556650,12.315271,56.650246,14.778325,
24.640657,18.480493,4.106776,32.854209,4.106776,6.160164,24.640657,24.640657,30.800821,32.854209,
25.210084,58.823529,2.801120,11.204482,5.602241,19.607843,56.022409,0.000000,44.817927,8.403361,
26.548673,13.274336,4.424779,28.761062,4.424779,8.849558,28.761062,17.699115,19.911504,28.761062,
49.295775,38.732394,12.323944,21.126761,5.281690,8.802817,22.887324,26.408451,40.492958,33.450704,
39.436620,30.985915,2.816901,33.802817,0.000000,2.816901,19.718310,30.985915,39.436620,19.718310,
34.324943,20.594966,4.576659,22.883295,6.864989,4.576659,20.594966,32.036613,29.748284,27.459954,
26.462396,20.891365,4.178273,13.927577,6.963788,9.749304,47.353760,12.534819,27.855153,19.498607,
27.164686,28.862479,8.488964,32.258065,8.488964,3.395586,32.258065,25.466893,25.466893,15.280136,
31.746032,31.746032,6.349206,15.873016,6.349206,12.698413,22.222222,25.396825,41.269841,25.396825,
35.320088,35.320088,4.415011,13.245033,4.415011,6.622517,17.660044,19.867550,39.735099,22.075055,
36.649215,26.178010,19.197208,15.706806,1.745201,13.961606,19.197208,34.904014,59.336824,26.178010,
46.296296,18.518519,12.345679,16.975309,6.172840,1.543210,18.518519,16.975309,63.271605,26.234568,
37.704918,24.590164,16.393443,14.754098,0.000000,6.557377,16.393443,16.393443,49.180328,19.672131,
